Reviews;Keyphrases
We love this for storage. We love this for storage for our kiddo. It helps keep things semi organized;Storage for kiddo - Positive, keeps things semi-organized - Positive.
Was exactly what a was. Was exactly what a was looking for and affordable.;Exactly what was looking for - Positive, affordable - Positive.
Great product. I bought this and the baskets to fit inside. This is a great product;Great product - Positive, bought baskets - neutral.
Pleasantly surprised. I was skeptical about purchasing these drawers. I could not find the inside dimensions of the drawer to ensure that my items would fit. I was pleasantly surprised at how much you can store in one of these drawers. The inside dimension of the drawer is 10 ¾” wide and 12” in length. The side of the drawer is only 2 ¾” high, but the overall height of the drawer is 5 3/8”. One drawer holds all my Crystal Nuvo drops (60 plus bottles) and some sprays. I can also get 14 plastic 4x6 cases in one drawer (arranged in a specific order). I have not attached sides of the drawers to the Kallax, so they do move a little when you open the drawer.;Pleasantly surprised - Positive, Inside dimensions - neutral, holds Crystal Nuvo drops - Positive, holds 14 plastic cases - Positive, height of drawer - neutral, movable - Neutral.
Not recommended for records. I assumed from the pictures and dimensions that this would be a good fit for vinyl records, but it's such a tight fit that it's impractical. Vinyl sleeves ostensibly do fit, but any records that are slightly too tall have to be squeezed in, and the records are hard to get out. The cubes are also tedious to assemble because you have to slide the dowels into place. Fortunately, returning them in person was a painless process. Despite all that, I'd still recommend this product, so long as you use them for books or something other than records. And as always with IKEA, it's a good value.;Not recommended for records - negative, snug fit - negative, tedious assembly - negative, good value - positive.
Love it. Really keeps my stuff organized. I bought one 10 years ago and I just bought my second one 3 weeks ago. Really love the depth- can fold and place jeans and bulky/ messy clothes like bathing suits in this.;Keeps stuff organized - Positive, bought 2 - Neutral, love the depth - Positive, can fold clothes - Positive.
Small shelving. It’s nice and work will for displaying or for storage of books;Nice shelving - Neutral, works for display and storage - Positive.
"Don't Expect this to be like the original Expedit Doors. I loved the Expedit doors that you could slide in and out and re-position (you decide that your shelves should be in another room? You want to flip it on its' side? Easy! Just pull the doors out and flip them 90*!)  Now, the doors look nice from the outside but are so poorly made that the only way for them to have any structural integrity is to drill them into the sides of the shelf as outlined in the new instructions. No longer removable/repositionable without destroying your Kallax shelf from drilling multiple holes and if you ever decide you want to remove the doors to just have an open bookshelf, you'll be stuck with a ton of unsightly drill holes on the inside.   I bought four expecting them to be like the original ""slide in, slide out"" doors and after I opened the first one I realized how different they are now. I'll be returning the items I can.";Different doors - Negative, Drill into shelves - Negative,structural integrity- Neutral,no longer removable - Negative, unsightly drill holes - Negative, slide in slide out - Positive.
Great for storage!. Great for storage!;Storage - Positive, Great - Positive.
Home Office make over❤️😍. Home Office make over❤️😍;Home Office make over - Positive, Positive emotion - Positive.
sleek. light modern look, Great for opening up small spaces.;Sleek design - Positive, opens up small spaces - Positive.
Awesome product. However, my studs are not spaced per the bracket setup, and there are no instructions on how to move the bracket within the cabinet to line up with the studs;Awesome product - Positive, bracket setup not matching studs - negative, Instructions for bracket adjustment - Neutral.
Great storage shelf!. Was easy to put together (did it mostly by myself - just needed help with lifting it at the end). Looks great in the room and holds a lot!;Easy to put together - Positive, Looks great - Positive, holds a lot - Positive.
Classic/practical storage option. We have the 1x4 cube unit and the 2x4 book shelf. We love these! They're simple, practical and attractive.;Classic design - positive, Practical - positive, Attractive - positive.
Just what I needed. I got this unit and another to create a storage space in my sewing room. They were easy to assemble, sturdy yet lightweight, and fit nicely into the intended space. My only request would be some way to clamp two units together for extra sturdiness- but since they attach to the wall that's not a big issue.;Created storage space - neutral, easy to assemble - positive, sturdy yet lightweight - positive, fit nicely in intended space - positive, extra sturdiness requested - neutral.
